"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"1:58:32.7863545 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"1:58:32.7863613 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\5fc6f24d43bc7ca45a81d159291955d1.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.7863759 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Display","REPARSE","Desired Access: Read"
"1:58:32.7863863 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"1:58:32.7864007 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Display","REPARSE","Desired Access: Read"
"1:58:32.7864114 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"1:58:32.7864298 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","REPARSE","Desired Access: Read"
"1:58:32.7864511 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read"
"1:58:32.7864603 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.7864682 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableMetaFiles","NAME NOT FOUND","Length: 20"
"1:58:32.7864762 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS",""
"1:58:32.7865072 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\5fc6f24d43bc7ca45a81d159291955d1.exe","NAME NOT FOUND","Desired Access: Read"
"1:58:32.7865280 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"1:58:32.7865401 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"1:58:32.7865568 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"1:58:32.7865702 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKCU\Control Panel\Desktop\EnablePerProcessSystemDPI","NAME NOT FOUND","Length: 20"
"1:58:32.7865845 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"1:58:32.7866889 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","Desired Access: Read"
"1:58:32.7867077 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Compatibility32\5fc6f24d43bc7ca45a81d159291955d1","NAME NOT FOUND","Length: 172"
"1:58:32.7867191 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS",""
"1:58:32.7867433 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\IME Compatibility","NAME NOT FOUND","Desired Access: Read"
"1:58:32.7870260 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","ReadFile","C:\Windows\System32\wow64win.dll","SUCCESS","Offset: 496,128, Length: 14,336, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"1:58:32.7954656 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","ReadFile","C:\Windows\System32\wow64win.dll","SUCCESS","Offset: 479,744, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"1:58:32.7958670 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","ReadFile","C:\Windows\System32\wow64win.dll","SUCCESS","Offset: 463,360, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"1:58:32.7961823 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","ReadFile","C:\Windows\System32\wow64win.dll","SUCCESS","Offset: 459,264, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"1:58:32.7964133 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","ReadFile","C:\Windows\System32\wow64win.dll","SUCCESS","Offset: 380,928, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"1:58:32.7967139 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFile","D:\SystemResources\5fc6f24d43bc7ca45a81d159291955d1.exe.mun","PATH NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
"1:58:32.7967648 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFile","D:\SystemResources\5fc6f24d43bc7ca45a81d159291955d1.exe.mun","PATH NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
"1:58:32.7968945 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFile","C:\Windows\SysWOW64\edgegdi.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"1:58:32.7970462 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"1:58:32.7970643 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.7970722 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: Name"
"1:58:32.7970856 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS","Desired Access: Read"
"1:58:32.7971022 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.7971131 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Windows\LoadAppInit_DLLs","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"1:58:32.7971266 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS",""
"1:58:32.7972734 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"1:58:32.7972813 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\5fc6f24d43bc7ca45a81d159291955d1.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.7973642 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QueryOpen","D:\Internship Report\apfHQ","NAME NOT FOUND",""
"1:58:32.7974028 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QueryOpen","D:\Internship Report\apfHQ","NAME NOT FOUND",""
"1:58:32.7974344 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QueryOpen","D:\Internship Report\apfHQ","NAME NOT FOUND",""
"1:58:32.7974529 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","ReadFile","C:\Windows\SysWOW64\user32.dll","SUCCESS","Offset: 115,712, Length: 32,768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"1:58:32.8183078 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","ReadFile","C:\Windows\System32\wow64win.dll","SUCCESS","Offset: 364,544, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"1:58:32.8378925 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.8379882 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","QueryBasicInformationFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","CreationTime: 11/18/2020 7:49:32 PM, LastAccessTime: 8/22/2022 1:36:32 PM, LastWriteTime: 11/18/2020 7:49:32 PM, ChangeTime: 6/6/2021 12:58:23 AM, FileAttributes: A"
"1:58:32.8380028 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CloseFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS",""
"1:58:32.8381215 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.8381690 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFileMapping","C:\Windows\SysWOW64\uxtheme.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_WRITECOPY"
"1:58:32.8383829 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Read"
"1:58:32.8384046 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Read"
"1:58:32.8384231 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 20"
"1:58:32.8384381 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"1:58:32.8384569 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","REPARSE","Desired Access: Query Value"
"1:58:32.8384721 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS","Desired Access: Query Value"
"1:58:32.8384852 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\System\CurrentControlSet\Control\CI\Disable26178932","NAME NOT FOUND","Length: 80"
"1:58:32.8384994 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\System\CurrentControlSet\Control\CI","SUCCESS",""
"1:58:32.8385346 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CreateFileMapping","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","SyncType: SyncTypeOther"
"1:58:32.8386343 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","Load Image","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Image Base: 0x720c0000, Image Size: 0x74000"
"1:58:32.8388682 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","Load Image","C:\Windows\SysWOW64\msvcrt.dll","SUCCESS","Image Base: 0x76500000, Image Size: 0xbf000"
"1:58:32.8391035 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","Load Image","C:\Windows\SysWOW64\combase.dll","SUCCESS","Image Base: 0x777f0000, Image Size: 0x281000"
"1:58:32.8392461 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","Load Image","C:\Windows\SysWOW64\rpcrt4.dll","SUCCESS","Image Base: 0x76840000, Image Size: 0xba000"
"1:58:32.8394554 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CloseFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS",""
"1:58:32.8398320 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8398450 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: Name"
"1:58:32.8398665 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\OLE","REPARSE","Desired Access: Read"
"1:58:32.8399234 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS","Desired Access: Read"
"1:58:32.8399468 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8399573 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\PageAllocatorUseSystemHeap","NAME NOT FOUND","Length: 20"
"1:58:32.8399695 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"1:58:32.8399804 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8399879 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: Name"
"1:58:32.8400020 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\OLE","REPARSE","Desired Access: Read"
"1:58:32.8400180 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS","Desired Access: Read"
"1:58:32.8400313 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8400405 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\PageAllocatorSystemHeapIsPrivate","NAME NOT FOUND","Length: 20"
"1:58:32.8400511 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"1:58:32.8400618 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8400706 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: Name"
"1:58:32.8400826 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\OLE","REPARSE","Desired Access: Read"
"1:58:32.8400969 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS","Desired Access: Read"
"1:58:32.8401112 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8401215 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\AggressiveMTATesting","NAME NOT FOUND","Length: 16"
"1:58:32.8404705 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"1:58:32.8405948 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8406071 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM","SUCCESS","Desired Access: Read"
"1:58:32.8406190 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8406316 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"1:58:32.8406404 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8406972 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\Packages","SUCCESS","Desired Access: Read"
"1:58:32.8407351 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\Packages","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8407464 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\Packages","SUCCESS",""
"1:58:32.8407582 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","BUFFER TOO SMALL","Query: Name, Length: 0"
"1:58:32.8407703 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: Name"
"1:58:32.8407855 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\machine\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8408088 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"1:58:32.8408173 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8408321 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","BUFFER TOO SMALL","Query: Name, Length: 0"
"1:58:32.8408405 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: Name"
"1:58:32.8408509 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\machine\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8408674 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"1:58:32.8408757 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\Microsoft\Ole","SUCCESS","Desired Access: Read"
"1:58:32.8409228 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"1:58:32.8409349 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKCU","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8409465 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"1:58:32.8409549 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Software\Classes\Local Settings","REPARSE","Desired Access: Read"
"1:58:32.8409666 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Software\Classes\Local Settings","SUCCESS","Desired Access: Read"
"1:58:32.8409781 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU","SUCCESS",""
"1:58:32.8409909 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8410028 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: Name"
"1:58:32.8410166 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8410288 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU\Software\Classes\Local Settings","BUFFER TOO SMALL","Query: Name, Length: 0"
"1:58:32.8410378 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: Name"
"1:58:32.8410525 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\user\software\Classes\Local Settings\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8410750 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8410824 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: Name"
"1:58:32.8410937 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8411025 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU\Software\Classes\Local Settings","BUFFER TOO SMALL","Query: Name, Length: 0"
"1:58:32.8411109 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: Name"
"1:58:32.8411242 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\user\software\Classes\Local Settings\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8411422 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8411494 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: Name"
"1:58:32.8411619 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Ole","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8411706 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU\Software\Classes\Local Settings","BUFFER TOO SMALL","Query: Name, Length: 0"
"1:58:32.8411790 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: Name"
"1:58:32.8411912 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\user\software\Classes\Local Settings\Software\Microsoft\Ole","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8412072 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8412145 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: Name"
"1:58:32.8412273 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft","SUCCESS","Desired Access: Read"
"1:58:32.8412376 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegSetInfoKey","HKCU\Software\Classes\Local Settings\Software\Microsoft","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8412721 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.8412794 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: Name"
"1:58:32.8412934 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\OLE\Tracing","REPARSE","Desired Access: Read"
"1:58:32.8413117 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegOpenKey","HKLM\SOFTWARE\Microsoft\Ole\Tracing","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8413258 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","BUFFER TOO SMALL","Query: Name, Length: 0"
"1:58:32.8413341 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegQueryKey","HKLM","SUCCESS","Query: Name"
